,genre,rate,name,url
0,Action, 92,doom,https://store.steampowered.com/app/379720/DOOM/
1,"Action,Adventure,Massively Multiplayer", 49,playerunknownsbattlegrounds,https://store.steampowered.com/app/578080/PLAYERUNKNOWNS_BATTLEGROUNDS/
2,"Action,Adventure,Strategy", 71,battletech,https://store.steampowered.com/app/637090/BATTLETECH/
3,"Action,Adventure,Massively Multiplayer", 61,dayz,https://store.steampowered.com/app/221100/DayZ/
4,"Action,Free to Play,Massively Multiplayer,RPG,Strategy", 74,eveonline,https://store.steampowered.com/app/8500/EVE_Online/
5,"Action,Adventure",0,grandtheftautovpremiumonlineedition,https://store.steampowered.com/bundle/5699/Grand_Theft_Auto_V_Premium_Online_Edition/
6,Action, 92,devilmaycry5,https://store.steampowered.com/app/601150/Devil_May_Cry_5/
7,"Adventure,Indie", 91,humanfallflat,https://store.steampowered.com/app/477160/Human_Fall_Flat/
8,"Strategy,Early Access", 85,theyarebillions,https://store.steampowered.com/app/644930/They_Are_Billions/
9,"Action,Adventure,RPG", 44,warhammerchaosbane,https://store.steampowered.com/app/774241/Warhammer_Chaosbane/
10,"Adventure,Indie,RPG,Strategy", 83,fortheking,https://store.steampowered.com/app/527230/For_The_King/
11,Adventure, 84,danganronpav3killingharmony,https://store.steampowered.com/app/567640/Danganronpa_V3_Killing_Harmony/
12,"Action,Adventure,Free to Play,Massively Multiplayer,RPG", 78,tera,https://store.steampowered.com/app/323370/TERA/
13,Action, 51,callofdutymodernwarfareremastered,https://store.steampowered.com/app/393080/Call_of_Duty_Modern_Warfare_Remastered/
14,"Indie,Simulation,Strategy", 75,stonehearth,https://store.steampowered.com/app/253250/Stonehearth/
15,"Simulation,Strategy",0,heartsofironivmobilizationpack,https://store.steampowered.com/bundle/5641/Hearts_of_Iron_IV_Mobilization_Pack/
16,"Action,Indie,Early Access", 94,clonedroneinthedangerzone,https://store.steampowered.com/app/597170/Clone_Drone_in_the_Danger_Zone/
17,Action, 77,godeater3,https://store.steampowered.com/app/899440/GOD_EATER_3/
18,"Action,Free to Play", 44,warrobots,https://store.steampowered.com/app/767560/War_Robots/
19,Strategy, 88,halowarsdefinitiveedition,https://store.steampowered.com/app/459220/Halo_Wars_Definitive_Edition/
20,Action, 84,callofdutyblackops,https://store.steampowered.com/app/42700/Call_of_Duty_Black_Ops/
21,Adventure, 97,phoenixwrightaceattorneytrilogy逆転裁判123成歩堂セレクション,https://store.steampowered.com/app/787480/Phoenix_Wright_Ace_Attorney_Trilogy__123/
22,Racing, 70,teamsonicracing,https://store.steampowered.com/app/785260/Team_Sonic_Racing/
23,"Action,RPG", 90,titanquestanniversaryedition,https://store.steampowered.com/app/475150/Titan_Quest_Anniversary_Edition/
24,"Action,Adventure", 63,grandtheftautoiv,https://store.steampowered.com/app/12210/Grand_Theft_Auto_IV/
25,"Action,Adventure",0,portalbundle,https://store.steampowered.com/bundle/234/Portal_Bundle/
26,Action, 97,portal,https://store.steampowered.com/app/400/Portal/
27,"Indie,Simulation", 92,visceracleanupdetail,https://store.steampowered.com/app/246900/Viscera_Cleanup_Detail/
28,RPG, 74,neverwinternightsenhancededition,https://store.steampowered.com/app/704450/Neverwinter_Nights_Enhanced_Edition/
29,"Adventure,RPG", 81,ninokuniiirevenantkingdom,https://store.steampowered.com/app/589360/Ni_no_Kuni_II_Revenant_Kingdom/
30,"Free to Play,Massively Multiplayer,RPG", 60,treeofsaviorenglishver,https://store.steampowered.com/app/372000/Tree_of_Savior_English_Ver/
31,"Action,Adventure,Indie", 91,hellbladesenuassacrifice,https://store.steampowered.com/app/414340/Hellblade_Senuas_Sacrifice/
32,Adventure, 96,danganronpa2goodbyedespair,https://store.steampowered.com/app/413420/Danganronpa_2_Goodbye_Despair/
33,"Action,Adventure,RPG", 87,yakuza0,https://store.steampowered.com/app/638970/Yakuza_0/
34,"Indie,Simulation,Strategy", 81,theescapists2,https://store.steampowered.com/app/641990/The_Escapists_2/
35,Action, 91,starwarsbattlefront2classic2005,https://store.steampowered.com/app/6060/Star_Wars_Battlefront_2_Classic_2005/
36,"Free to Play,Massively Multiplayer,RPG", 68,wizard101,https://store.steampowered.com/app/799960/Wizard101/
37,Adventure, 86,lifeisstrange2,https://store.steampowered.com/app/532210/Life_is_Strange_2/
38,"Action,RPG", 87,kingdomsofamalurreckoning,https://store.steampowered.com/app/102500/Kingdoms_of_Amalur_Reckoning/
39,Action,0,doomclassiccomplete,https://store.steampowered.com/sub/18397/
40,Strategy, Need more user reviews to generate a score,warhammer40000dawnofwariiretribution,https://store.steampowered.com/app/56437/Warhammer_40000_Dawn_of_War_II_Retribution/
41,"Adventure,RPG,Simulation", 100,godwarsthecompletelegend,https://store.steampowered.com/app/1038810/GOD_WARS_The_Complete_Legend/
42,Action, 95,counterstrikesource,https://store.steampowered.com/app/240/CounterStrike_Source/
43,Action, 80,theevilwithin,https://store.steampowered.com/app/268050/The_Evil_Within/
44,"Action,Adventure,Indie",0,thebindingofisaacrebirthcompletebundle,https://store.steampowered.com/bundle/2405/The_Binding_of_Isaac_Rebirth_Complete_Bundle/
45,"Action,Adventure,Indie,Early Access", 93,brightmemoryearlyaccess光明记忆,https://store.steampowered.com/app/955050/Bright_MemoryEarly_Access/
46,Strategy, 94,starwarsempireatwargoldpack,https://store.steampowered.com/app/32470/STAR_WARS_Empire_at_War__Gold_Pack/
47,Action, 82,dishonoreddeathoftheoutsider,https://store.steampowered.com/app/614570/Dishonored_Death_of_the_Outsider/
48,Action, 52,streetfighterv,https://store.steampowered.com/app/310950/Street_Fighter_V/
49,"Casual,Indie,Strategy", 94,thejackboxpartypack2,https://store.steampowered.com/app/397460/The_Jackbox_Party_Pack_2/
50,"Action,Adventure,Casual,Indie,Simulation,Strategy,Early Access", 80,armoredbattlecrewworldwar1tankwarfareandcrewmanagementsimulator,https://store.steampowered.com/app/814740/Armored_Battle_Crew_World_War_1__Tank_Warfare_and_Crew_Management_Simulator/
51,Strategy, 72,battlefleetgothicarmada2,https://store.steampowered.com/app/573100/Battlefleet_Gothic_Armada_2/
52,"Action,Indie", 87,runningwithrifles,https://store.steampowered.com/app/270150/RUNNING_WITH_RIFLES/
53,"Action,RPG", 85,thewitcherenhancededitiondirectorscut,https://store.steampowered.com/app/20900/The_Witcher_Enhanced_Edition_Directors_Cut/
54,"Action,Adventure,RPG", 77,middleearthshadowofwar,https://store.steampowered.com/app/356190/Middleearth_Shadow_of_War/
55,"Action,Strategy", 79,forts,https://store.steampowered.com/app/410900/Forts/
56,"Free to Play,Massively Multiplayer,RPG", 80,thelordoftheringsonline,https://store.steampowered.com/app/212500/The_Lord_of_the_Rings_Online/
57,"Simulation,Strategy",0,stellarisascensionpack,https://store.steampowered.com/bundle/6186/Stellaris_Ascension_Pack/
58,"Action,Adventure,Indie,Early Access", 98,dungeonmunchies,https://store.steampowered.com/app/799640/Dungeon_Munchies/
59,"Action,Adventure",0,grandtheftautoivcompleteedition,https://store.steampowered.com/app/901583/Grand_Theft_Auto_IV_Complete_Edition/
60,RPG, 84,pillarsofeternity,https://store.steampowered.com/app/291650/Pillars_of_Eternity/
61,"Adventure,Indie,RPG,Simulation", 75,graveyardkeeper,https://store.steampowered.com/app/599140/Graveyard_Keeper/
62,Free to Play, 71,theelderscrollslegends,https://store.steampowered.com/app/364470/The_Elder_Scrolls_Legends/
63,Action,0,residentevil2biohazardre2deluxeedition,https://store.steampowered.com/sub/281610/
64,"Indie,Simulation,Strategy", 83,northgard,https://store.steampowered.com/app/466560/Northgard/
65,"Action,Free to Play,Early Access", 64,realmroyale,https://store.steampowered.com/app/813820/Realm_Royale/
66,Strategy,0,sidmeierscivilizationvigoldedition,https://store.steampowered.com/bundle/9193/Sid_Meiers_Civilization_VI_Gold_Edition/
67,"Action,Adventure,Casual,Indie", 69,gangbeasts,https://store.steampowered.com/app/285900/Gang_Beasts/
68,"Simulation,Strategy",0,ageofempireslegacybundle,https://store.steampowered.com/bundle/2185/Age_of_Empires_Legacy_Bundle/
69,Strategy, 93,totalwarmedievaliidefinitiveedition,https://store.steampowered.com/app/4700/Total_War_MEDIEVAL_II__Definitive_Edition/
70,RPG, 86,talesofvesperiadefinitiveedition,https://store.steampowered.com/app/738540/Tales_of_Vesperia_Definitive_Edition/
71,RPG, 89,finalfantasyxx2hdremaster,https://store.steampowered.com/app/359870/FINAL_FANTASY_XX2_HD_Remaster/
72,"Adventure,Indie", 96,returnoftheobradinn,https://store.steampowered.com/app/653530/Return_of_the_Obra_Dinn/
73,"Action,Adventure,Casual,Indie,RPG", 96,castlecrashers,https://store.steampowered.com/app/204360/Castle_Crashers/
74,RPG,0,finalfantasyxvepisodeardyncompleteedition,https://store.steampowered.com/bundle/10539/FINAL_FANTASY_XV_EPISODE_ARDYN_COMPLETE_EDITION/
75,Action, 54,callofdutywwii,https://store.steampowered.com/app/476600/Call_of_Duty_WWII/
76,Simulation, 82,mudrunner,https://store.steampowered.com/app/675010/MudRunner/
77,Indie, 98,keeptalkingandnobodyexplodes,https://store.steampowered.com/app/341800/Keep_Talking_and_Nobody_Explodes/
78,Simulation, 87,spore,https://store.steampowered.com/app/17390/SPORE/
79,Action, 71,contraanniversarycollection,https://store.steampowered.com/app/1018020/Contra_Anniversary_Collection/
80,"Free to Play,Massively Multiplayer,Simulation,Sports", 76,fishingplanet,https://store.steampowered.com/app/380600/Fishing_Planet/
81,"Action,Adventure",0,grandtheftautovpremiumonlineeditiongreatwhitesharkcardbundle,https://store.steampowered.com/bundle/5700/Grand_Theft_Auto_V_Premium_Online_Edition__Great_White_Shark_Card_Bundle/
82,"Action,Adventure", 73,justcause3,https://store.steampowered.com/app/225540/Just_Cause_3/
83,Action, 95,bioshockinfinite,https://store.steampowered.com/app/8870/BioShock_Infinite/
84,"Action,Simulation,Strategy", 84,menofwarassaultsquad2,https://store.steampowered.com/app/244450/Men_of_War_Assault_Squad_2/
85,"Action,Adventure,Free to Play,Massively Multiplayer,RPG", 70,dungeonsdragonsonline,https://store.steampowered.com/app/206480/Dungeons__Dragons_Online/
86,"Action,Indie,RPG",0,necrodancerultimatepack,https://store.steampowered.com/bundle/2553/NecroDancer_ULTIMATE_PACK/
87,Action, 55,jumpforce,https://store.steampowered.com/app/816020/JUMP_FORCE/
88,"Action,Adventure,Indie,Early Access", 86,desertskies,https://store.steampowered.com/app/1048950/Desert_Skies/
89,"Action,Free to Play,Massively Multiplayer,Early Access", 74,ringofelysium,https://store.steampowered.com/app/755790/Ring_of_Elysium/
90,"Action,Adventure,RPG",0,superneptuniarpg勇者ネプテューヌ勇者戰幾少女,https://store.steampowered.com/app/1016960/Super_Neptunia_RPG/
91,"Action,Adventure", 88,metalgearsolidvthephantompain,https://store.steampowered.com/app/287700/METAL_GEAR_SOLID_V_THE_PHANTOM_PAIN/
92,"Action,Sports", 81,tekken7,https://store.steampowered.com/app/389730/TEKKEN_7/
93,"Casual,Indie,Simulation,Sports,Early Access", 80,golfit,https://store.steampowered.com/app/571740/Golf_It/
94,"Indie,Strategy", 95,shadowtacticsbladesoftheshogun,https://store.steampowered.com/app/418240/Shadow_Tactics_Blades_of_the_Shogun/
95,"Action,Free to Play,Indie,Massively Multiplayer,Strategy", 65,heroesgenerals,https://store.steampowered.com/app/227940/Heroes__Generals/
96,Action, 93,ultimatedoom,https://store.steampowered.com/app/2280/Ultimate_Doom/
97,"Action,Indie,Early Access", 96,gorn,https://store.steampowered.com/app/578620/GORN/
98,Action, 82,dragonballfighterz,https://store.steampowered.com/app/678950/DRAGON_BALL_FighterZ/
99,"Indie,RPG,Strategy", 75,fantasygrounds,https://store.steampowered.com/app/252690/Fantasy_Grounds/
100,"Action,Adventure,Casual,Massively Multiplayer", 78,dragonballxenoverse2,https://store.steampowered.com/app/454650/DRAGON_BALL_XENOVERSE_2/
101,"Simulation,Strategy", 86,frostpunk,https://store.steampowered.com/app/323190/Frostpunk/
102,"Simulation,Strategy",0,stellarisstarterpack,https://store.steampowered.com/bundle/7611/Stellaris_Starter_Pack/
103,"Casual,Indie,Simulation,Early Access", 93,universesandbox²,https://store.steampowered.com/app/230290/Universe_Sandbox/
104,"Free to Play,Strategy", 73,shadowverseccg,https://store.steampowered.com/app/453480/Shadowverse_CCG/
105,"Adventure,RPG,Action,Strategy",0,tyrannygoldedition,https://store.steampowered.com/bundle/5879/Tyranny___Gold_Edition/
106,"Simulation,Strategy",0,citiesskylinesnewplayerbundle,https://store.steampowered.com/bundle/5054/Cities_Skylines__New_Player_Bundle/
107,RPG, 77,fableanniversary,https://store.steampowered.com/app/288470/Fable_Anniversary/
108,"RPG,Strategy", 85,baldursgateiienhancededition,https://store.steampowered.com/app/257350/Baldurs_Gate_II_Enhanced_Edition/
109,"Action,Casual,Free to Play,Massively Multiplayer,Sports", 72,freestyle2streetbasketball,https://store.steampowered.com/app/339610/Freestyle_2_Street_Basketball/
110,"Indie,Simulation", 88,pcbuildingsimulator,https://store.steampowered.com/app/621060/PC_Building_Simulator/
111,"Indie,RPG,Strategy", 86,battlebrothers,https://store.steampowered.com/app/365360/Battle_Brothers/
112,"Action,RPG", 74,thesurge,https://store.steampowered.com/app/378540/The_Surge/
113,"Action,Strategy", 55,totalwarsagathronesofbritannia,https://store.steampowered.com/app/712100/Total_War_Saga_THRONES_OF_BRITANNIA/
114,"Indie,Racing,Simulation,Sports",0,assettocorsaultimateedition,https://store.steampowered.com/bundle/6998/Assetto_Corsa_Ultimate_Edition/
115,"Indie,Simulation", 89,parkitect,https://store.steampowered.com/app/453090/Parkitect/
116,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access", 82,betweenthestars,https://store.steampowered.com/app/727130/Between_the_Stars/
117,"Action,Casual,Indie,Massively Multiplayer,Strategy,Early Access", 89,shellshocklive,https://store.steampowered.com/app/326460/ShellShock_Live/
118,"RPG,Strategy", 82,endlesslegend,https://store.steampowered.com/app/289130/Endless_Legend/
119,"Simulation,Strategy",0,citiesskylinescampusplusedition,https://store.steampowered.com/bundle/11035/Cities_Skylines__Campus_Plus_Edition/
120,"Action,Adventure,Casual,Indie,Sports", 95,devolverbootleg,https://store.steampowered.com/app/1066260/Devolver_Bootleg/
121,"Racing,Simulation,Sports", 64,dirtrally20,https://store.steampowered.com/app/690790/DiRT_Rally_20/
122,Action, 84,attackontitan2aot2進撃の巨人２,https://store.steampowered.com/app/601050/Attack_on_Titan_2__AOT2/
123,"Action,Free to Play,Massively Multiplayer", 69,warface,https://store.steampowered.com/app/291480/Warface/
124,"Action,Adventure,RPG", 83,assassinscreedorigins,https://store.steampowered.com/app/582160/Assassins_Creed_Origins/
125,"Adventure,Casual,Indie,Simulation,Early Access", 84,houseparty,https://store.steampowered.com/app/611790/House_Party/
126,"Adventure,Indie,Simulation,Strategy,Early Access", 80,empyriongalacticsurvival,https://store.steampowered.com/app/383120/Empyrion__Galactic_Survival/
127,"Simulation,Sports", 59,wwe2k19,https://store.steampowered.com/app/817130/WWE_2K19/
128,"Action,Adventure,RPG", 87,dragonsdogmadarkarisen,https://store.steampowered.com/app/367500/Dragons_Dogma_Dark_Arisen/
129,Strategy, 77,warhammer40000gladiusrelicsofwar,https://store.steampowered.com/app/489630/Warhammer_40000_Gladius__Relics_of_War/
130,"Action,Adventure,Indie,Simulation,Early Access", 84,scrapmechanic,https://store.steampowered.com/app/387990/Scrap_Mechanic/
131,"Action,Adventure", 45,generationzero,https://store.steampowered.com/app/704270/Generation_Zero/
132,Strategy, 73,totalwarattila,https://store.steampowered.com/app/325610/Total_War_ATTILA/
133,"Action,Early Access",0,deadbydaylightdeathgarden,https://store.steampowered.com/bundle/10952/Dead_by_Daylight__Deathgarden/
134,"Indie,Simulation,Strategy", 93,prisonarchitect,https://store.steampowered.com/app/233450/Prison_Architect/
135,"Action,RPG,Violent,Gore",0,dyinglightultimatecollection,https://store.steampowered.com/bundle/10207/Dying_Light_Ultimate_Collection/
136,"Indie,Simulation,Early Access", 71,eco,https://store.steampowered.com/app/382310/Eco/
137,"Action,Adventure,Indie,Simulation", 77,thiefsimulator,https://store.steampowered.com/app/704850/Thief_Simulator/
138,Strategy, 68,bloonstd6,https://store.steampowered.com/app/960090/Bloons_TD_6/
139,"Action,Indie", 97,dusk,https://store.steampowered.com/app/519860/DUSK/
140,Action, 96,oriandtheblindforest,https://store.steampowered.com/app/261570/Ori_and_the_Blind_Forest/
141,"Action,Adventure,Indie", 88,wizardoflegend,https://store.steampowered.com/app/445980/Wizard_of_Legend/
142,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,RPG,Simulation", 74,maplestory2,https://store.steampowered.com/app/560380/MapleStory_2/
143,"Casual,Indie,Strategy", 81,thejackboxpartypack4,https://store.steampowered.com/app/610180/The_Jackbox_Party_Pack_4/
144,Action, 95,earthdefenseforce41theshadowofnewdespair,https://store.steampowered.com/app/410320/EARTH_DEFENSE_FORCE_41_The_Shadow_of_New_Despair/
145,"Simulation,Strategy",0,citiesskylinescollection,https://store.steampowered.com/bundle/2202/Cities_Skylines_Collection/
146,Valve, 73,steamcontroller,https://store.steampowered.com/app/353370/Steam_Controller/
147,"Indie,Simulation", 83,twopointhospital,https://store.steampowered.com/app/535930/Two_Point_Hospital/
148,"Indie,Simulation,Strategy,Early Access", 73,theuniversim,https://store.steampowered.com/app/352720/The_Universim/
149,"Action,Adventure", 85,sniperelite4,https://store.steampowered.com/app/312660/Sniper_Elite_4/
150,"Adventure,Indie,RPG,Strategy", 88,divinityoriginalsinenhancededition,https://store.steampowered.com/app/373420/Divinity_Original_Sin__Enhanced_Edition/
151,"Simulation,Strategy,Early Access", 82,automationthecarcompanytycoongame,https://store.steampowered.com/app/293760/Automation__The_Car_Company_Tycoon_Game/
152,Action, Need more user reviews to generate a score,callofdutymodernwarfare3,https://store.steampowered.com/app/115300/Call_of_Duty_Modern_Warfare_3/
153,"Action,Adventure,Indie,Massively Multiplayer,Early Access", 64,scum,https://store.steampowered.com/app/513710/SCUM/
154,"Adventure,Indie", 94,reventure,https://store.steampowered.com/app/900270/Reventure/
155,Simulation, 83,jobsimulator,https://store.steampowered.com/app/448280/Job_Simulator/
156,"Action,Adventure", 78,watch_dogs2,https://store.steampowered.com/app/447040/Watch_Dogs_2/
157,"Indie,RPG,Strategy", 86,townofsalem,https://store.steampowered.com/app/334230/Town_of_Salem/
158,"Free to Play,Massively Multiplayer,Strategy", 52,vegaconflict,https://store.steampowered.com/app/339600/VEGA_Conflict/
159,"Indie,Simulation,Strategy,Early Access", 74,foundation,https://store.steampowered.com/app/690830/Foundation/
160,"Action,Adventure", 74,shadowofthetombraider,https://store.steampowered.com/app/750920/Shadow_of_the_Tomb_Raider/
161,"Casual,Indie,Sports,Early Access", 89,golfwithyourfriends,https://store.steampowered.com/app/431240/Golf_With_Your_Friends/
162,RPG, 88,thewitcher2assassinsofkingsenhancededition,https://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/
163,"Action,Adventure,Indie,Massively Multiplayer,RPG",0,arksurvivalevolvedexplorersedition,https://store.steampowered.com/bundle/4462/ARK_Survival_Evolved_Explorers_Edition/
164,RPG, 94,theelderscrollsivobliviongameoftheyearedition,https://store.steampowered.com/app/22330/The_Elder_Scrolls_IV_Oblivion_Game_of_the_Year_Edition/
165,Strategy, 74,companyofheroes2,https://store.steampowered.com/app/231430/Company_of_Heroes_2/
166,"Action,Free to Play,Massively Multiplayer", 81,planetside2,https://store.steampowered.com/app/218230/PlanetSide_2/
167,"Casual,Simulation", 89,rocksmith2014editionremastered,https://store.steampowered.com/app/221680/Rocksmith_2014_Edition__Remastered/
168,"Action,Adventure,Indie,Massively Multiplayer,Simulation,Strategy", 59,navalaction,https://store.steampowered.com/app/311310/Naval_Action/
169,"Adventure,Simulation,Sports",0,thehuntercallofthewild2019edition,https://store.steampowered.com/bundle/8090/theHunter_Call_of_the_Wild__2019_Edition/
170,"Action,Simulation", 73,acecombat7skiesunknown,https://store.steampowered.com/app/502500/ACE_COMBAT_7_SKIES_UNKNOWN/
171,"Action,Adventure,Simulation", 86,vacationsimulator,https://store.steampowered.com/app/726830/Vacation_Simulator/
172,"Action,RPG,Violent",0,payday2ultimateedition,https://store.steampowered.com/bundle/3756/PAYDAY_2_Ultimate_Edition/
173,"RPG,Strategy", 85,baldursgateenhancededition,https://store.steampowered.com/app/228280/Baldurs_Gate_Enhanced_Edition/
174,"Indie,Simulation,Sports,Strategy", 57,thegolfclub2019featuringpgatour,https://store.steampowered.com/app/695290/The_Golf_Club_2019_featuring_PGA_TOUR/
175,"Action,Adventure", 67,farcry5,https://store.steampowered.com/app/552520/Far_Cry_5/
176,"Action,Casual,Indie", 82,pummelparty,https://store.steampowered.com/app/880940/Pummel_Party/
177,"Action,Adventure,Free to Play,Indie,Strategy,Early Access", 80,idlechampionsoftheforgottenrealms,https://store.steampowered.com/app/627690/Idle_Champions_of_the_Forgotten_Realms/
178,"Action,Adventure,Indie,Massively Multiplayer,Simulation,Early Access", 69,theisle,https://store.steampowered.com/app/376210/The_Isle/
179,"Massively Multiplayer,Racing,Simulation,Sports", 77,iracing,https://store.steampowered.com/app/266410/iRacing/
180,"Indie,Strategy",0,steeldivision2,https://store.steampowered.com/app/919640/Steel_Division_2/
181,"Action,Indie,Simulation,Early Access", 96,hotdogshorseshoeshandgrenades,https://store.steampowered.com/app/450540/Hot_Dogs_Horseshoes__Hand_Grenades/
182,"Casual,Free to Play,Indie", 87,crushcrush,https://store.steampowered.com/app/459820/Crush_Crush/
183,Action, 82,callofdutyblackopsii,https://store.steampowered.com/app/202970/Call_of_Duty_Black_Ops_II/
184,"Indie,RPG", 95,undertale,https://store.steampowered.com/app/391540/Undertale/
185,"Action,Adventure", 90,theevilwithin2,https://store.steampowered.com/app/601430/The_Evil_Within_2/
186,Racing, 71,projectcars2,https://store.steampowered.com/app/378860/Project_CARS_2/
187,Strategy,0,totalwarshogun2,https://store.steampowered.com/app/201270/Total_War_SHOGUN_2/
188,RPG, 92,finalfantasyvii,https://store.steampowered.com/app/39140/FINAL_FANTASY_VII/
189,"Indie,Simulation", 96,eurotrucksimulator2,https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2/
190,Strategy, 81,endlessspace2,https://store.steampowered.com/app/392110/Endless_Space_2/
191,"Action,Massively Multiplayer",0,battalion1944firsttofightedition,https://store.steampowered.com/bundle/6107/BATTALION_1944_First_To_Fight_Edition/
192,Indie,0,beatsabergameimaginedragonsmusicpack,https://store.steampowered.com/bundle/11270/Beat_Saber__Game__Imagine_Dragons_Music_Pack/
193,"Action,Casual,Indie", 89,stickfightthegame,https://store.steampowered.com/app/674940/Stick_Fight_The_Game/
194,"Indie,RPG,Strategy", 92,fellsealarbitersmark,https://store.steampowered.com/app/699170/Fell_Seal_Arbiters_Mark/
195,"Indie,Simulation,Sports,Strategy", 91,outoftheparkbaseball20,https://store.steampowered.com/app/831980/Out_of_the_Park_Baseball_20/
196,"Action,Adventure,Casual,Indie,Strategy", 75,projectwinter,https://store.steampowered.com/app/774861/Project_Winter/
197,"Action,Adventure", 96,dishonored,https://store.steampowered.com/app/205100/Dishonored/
198,"Indie,Racing,Simulation,Sports", 86,assettocorsa,https://store.steampowered.com/app/244210/Assetto_Corsa/
199,"Action,Indie",0,myfriendpedro,https://store.steampowered.com/app/557340/My_Friend_Pedro/
200,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,RPG", 77,trove,https://store.steampowered.com/app/304050/Trove/
201,"Adventure,Casual,Indie,RPG,Simulation", 90,mytimeatportia,https://store.steampowered.com/app/666140/My_Time_At_Portia/
202,RPG, 70,fallout4vr,https://store.steampowered.com/app/611660/Fallout_4_VR/
203,"Action,Adventure,Indie", 94,enterthegungeon,https://store.steampowered.com/app/311690/Enter_the_Gungeon/
204,"Action,Indie,RPG",0,necrodanceramplifiedpack,https://store.steampowered.com/bundle/2564/NecroDancer_AMPLIFIED_PACK/
205,"Action,Adventure,Indie", 85,arizonasunshine,https://store.steampowered.com/app/342180/Arizona_Sunshine/
206,"Simulation,Strategy", 85,ageofmythologyextendededition,https://store.steampowered.com/app/266840/Age_of_Mythology_Extended_Edition/
207,"Simulation,Sports", 71,footballmanager2019,https://store.steampowered.com/app/872790/Football_Manager_2019/
208,RPG, 77,finalfantasyxvwindowsedition,https://store.steampowered.com/app/637650/FINAL_FANTASY_XV_WINDOWS_EDITION/
209,"Indie,Simulation", 62,goldrushthegame,https://store.steampowered.com/app/451340/Gold_Rush_The_Game/
210,"Action,Adventure,Indie", 87,jumpking,https://store.steampowered.com/app/1061090/Jump_King/
211, ,0,theelderscrollsivobliviongameoftheyeareditiondeluxe,https://store.steampowered.com/app/900883/The_Elder_Scrolls_IV_Oblivion_Game_of_the_Year_Edition_Deluxe/
212,Simulation, 62,trainsimulator2019,https://store.steampowered.com/app/24010/Train_Simulator_2019/
213,"Adventure,Indie,Early Access",0,deepoceanbundle,https://store.steampowered.com/bundle/10076/Deep_Ocean_Bundle/
214,"Action,Indie", 96,justshapesbeats,https://store.steampowered.com/app/531510/Just_Shapes__Beats/
215,Action, 92,callofdutyworldatwar,https://store.steampowered.com/app/10090/Call_of_Duty_World_at_War/
216,Action,0,dishonoreddeathoftheoutsiderdeluxebundle,https://store.steampowered.com/sub/183038/
217,Action, 89,killingfloor2,https://store.steampowered.com/app/232090/Killing_Floor_2/
218,"RPG,Strategy", 87,spellforce3soulharvest,https://store.steampowered.com/app/817540/SpellForce_3_Soul_Harvest/
219,"Action,Adventure,Indie,Simulation", 96,slimerancher,https://store.steampowered.com/app/433340/Slime_Rancher/
220,"Casual,Free to Play,Massively Multiplayer,RPG", 67,maplestory,https://store.steampowered.com/app/216150/MapleStory/
221,"Action,Indie,Simulation", 92,kovaaksfpsaimtrainer,https://store.steampowered.com/app/824270/KovaaKs_FPS_Aim_Trainer/
222,"Action,RPG", 97,mountbladewarband,https://store.steampowered.com/app/48700/Mount__Blade_Warband/
223,"Action,Free to Play,Massively Multiplayer", 70,worldoftanksblitzmmo,https://store.steampowered.com/app/444200/World_of_Tanks_Blitz_MMO/
224,"Action,Massively Multiplayer,Simulation,Strategy", 80,risingstorm2vietnam,https://store.steampowered.com/app/418460/Rising_Storm_2_Vietnam/
225,"Simulation,Early Access", 87,stormworksbuildandrescue,https://store.steampowered.com/app/573090/Stormworks_Build_and_Rescue/
226,"Action,Adventure", 69,farcrynewdawn,https://store.steampowered.com/app/939960/Far_Cry_New_Dawn/
227,"Adventure,Indie,Simulation", 96,dontstarve,https://store.steampowered.com/app/219740/Dont_Starve/
228,"Adventure,Indie", 85,eastshade,https://store.steampowered.com/app/715560/Eastshade/
229,"Action,Casual,Indie,Simulation,Early Access", 80,zerocalibervr,https://store.steampowered.com/app/877200/Zero_Caliber_VR/
230,"Nudity,Violent,Gore,Action,Adventure,Massively Multiplayer,RPG,Strategy,Simulation",0,conanexilesyear1dlcbundle,https://store.steampowered.com/bundle/10343/Conan_Exiles__Year_1_DLC_Bundle/
231,Strategy,0,sidmeierscivilizationvcomplete,https://store.steampowered.com/bundle/575/Sid_Meiers_Civilization_V_Complete/
232,"Action,Indie,Early Access", 63,worldwar3,https://store.steampowered.com/app/674020/World_War_3/
233,Action, 89,callofdutymodernwarfare2,https://store.steampowered.com/app/10180/Call_of_Duty_Modern_Warfare_2/
234,"Adventure,Free to Play,Massively Multiplayer,RPG", 77,neverwinter,https://store.steampowered.com/app/109600/Neverwinter/
235,Action, 97,thebindingofisaacrebirth,https://store.steampowered.com/app/250900/The_Binding_of_Isaac_Rebirth/
236,Casual, 57,uno,https://store.steampowered.com/app/470220/UNO/
237,"Adventure,Indie",0,ahatintimeultimateedition,https://store.steampowered.com/bundle/10913/A_Hat_in_Time__Ultimate_Edition/
