,genre,rate,name,url
3366,"Indie,Strategy", 82,endhall,https://store.steampowered.com/app/838990/Endhall/
3367,Casual, 78,hoteldashsuitesuccess,https://store.steampowered.com/app/49000/Hotel_Dash_Suite_Success/
3368,"Action,Indie", 87,retrograde,https://store.steampowered.com/app/222660/RetroGrade/
3369,"Indie,Strategy,Early Access", 87,ageofdefense,https://store.steampowered.com/app/603320/Age_of_Defense/
3370,"Action,Adventure", 85,princeofpersiawarriorwithin,https://store.steampowered.com/app/13500/Prince_of_Persia_Warrior_Within/
3371,"Action,Adventure,Indie,Strategy,Early Access", 78,bermudalostsurvival,https://store.steampowered.com/app/654690/Bermuda__Lost_Survival/
3372,"Indie,Simulation,Strategy", 77,gnomoria,https://store.steampowered.com/app/224500/Gnomoria/
3373,"Adventure,Indie", 82,manualsamuel,https://store.steampowered.com/app/504130/Manual_Samuel/
3374,"Action,Adventure,Indie,RPG", Need more user reviews to generate a score,anonymousagonyfile1contamination,https://store.steampowered.com/app/1081840/Anonymous_Agony_File_1__Contamination/
3375,"Simulation,Strategy", 73,battlefleet2,https://store.steampowered.com/app/332490/Battle_Fleet_2/
3376,Simulation, 78,propinballultra,https://store.steampowered.com/app/287900/Pro_Pinball_Ultra/
3377,Simulation, 73,silenthunterwolvesofthepacificuboatmissions,https://store.steampowered.com/app/15240/Silent_Hunter_Wolves_of_the_Pacific_UBoat_Missions/
3378,"Animation & Modeling,Design & Illustration,Utilities,Game Development", 100,juicefx,https://store.steampowered.com/app/1046770/Juice_FX/
3379,"Casual,Indie,Racing", 84,riffracerraceyourmusic,https://store.steampowered.com/app/351990/Riff_Racer__Race_Your_Music/
3380,Action, 61,lostplanet3,https://store.steampowered.com/app/226720/LOST_PLANET_3/
3381,"Casual,Indie,Strategy", Need more user reviews to generate a score,settlersoforion,https://store.steampowered.com/app/978510/Settlers_of_Orion/
3382,"Free to Play,Massively Multiplayer,RPG", 68,royalquest,https://store.steampowered.com/app/295550/Royal_Quest/
3383,"Action,Adventure,Casual,Indie,Massively Multiplayer", 90,rrrr,https://store.steampowered.com/app/979900/RRRR/
3384,"Indie,RPG,Simulation,Strategy", 80,fearequation,https://store.steampowered.com/app/428350/Fear_Equation/
3385,"Casual,Indie", 95,kami,https://store.steampowered.com/app/272040/KAMI/
3386,"Adventure,Casual", Need more user reviews to generate a score,witchhuntersstolenbeautycollectorsedition,https://store.steampowered.com/app/597280/Witch_Hunters_Stolen_Beauty_Collectors_Edition/
3387,Action, 81,darkstarone,https://store.steampowered.com/app/12330/Darkstar_One/
3388,"Action,Simulation,Strategy",0,xsuperbox,https://store.steampowered.com/sub/6330/
3389,"Action,Indie", 100,弾幕アマノジャクimpossiblespellcard,https://store.steampowered.com/app/937570/__Impossible_Spell_Card/
3390,"Adventure,Casual,Indie", 87,qbeh1theatlascube,https://store.steampowered.com/app/252550/Qbeh1_The_Atlas_Cube/
3391,"Action,Indie,Sports", 85,videoball,https://store.steampowered.com/app/277390/VIDEOBALL/
3392,"Adventure,Casual,RPG", 94,costumequest,https://store.steampowered.com/app/115100/Costume_Quest/
3393,"Action,Indie", 68,rico,https://store.steampowered.com/app/656700/RICO/
3394,"Indie,Strategy", 88,atomzombiesmasher,https://store.steampowered.com/app/55040/Atom_Zombie_Smasher/
3395,"Action,Indie,Racing", 87,blazerush,https://store.steampowered.com/app/302710/BlazeRush/
3396,"Adventure,RPG,Strategy", 76,talesfromcandlekeeptombofannihilation,https://store.steampowered.com/app/663380/Tales_from_Candlekeep_Tomb_of_Annihilation/
3397,Strategy, 81,imperiumgalacticaii,https://store.steampowered.com/app/490370/Imperium_Galactica_II/
3398,Action,0,earthdefenseforce41wingdivertheshooterbundle,https://store.steampowered.com/bundle/6952/EARTH_DEFENSE_FORCE_41_WINGDIVER_THE_SHOOTER_Bundle/
3399,"Adventure,Indie,RPG", 89,shardlight,https://store.steampowered.com/app/336130/Shardlight/
3400,Adventure, 83,toki,https://store.steampowered.com/app/1058320/Toki/
3401,"Indie,Simulation", 95,siliconzeroes,https://store.steampowered.com/app/684270/Silicon_Zeroes/
3402,"Casual,Free to Play,Indie,Simulation", 90,viridi,https://store.steampowered.com/app/375950/Viridi/
3403,"Casual,Indie,Simulation,Strategy", 78,farmforyourlife,https://store.steampowered.com/app/266390/Farm_for_your_Life/
3404,"Indie,RPG,Strategy",0,battlebrotherssupporteredition,https://store.steampowered.com/bundle/3046/Battle_Brothers_Supporter_Edition/
3405,"Indie,Strategy", 69,spacehulk,https://store.steampowered.com/app/242570/Space_Hulk/
3406,"Action,Casual", 95,zumasrevenge,https://store.steampowered.com/app/3620/Zumas_Revenge/
3407,"Adventure,Casual,Simulation", 84,lovekamiuselessgoddess,https://store.steampowered.com/app/626510/LoveKami_Useless_Goddess/
3408,"Indie,Simulation,Strategy,Early Access", 75,citygamestudio,https://store.steampowered.com/app/726840/City_Game_Studio/
3409,"Action,Adventure,RPG", 100,stonekeep,https://store.steampowered.com/app/613240/Stonekeep/
3410,"Racing,Simulation,Sports",0,simbinmegabundle,https://store.steampowered.com/sub/18370/
3411,"Indie,RPG", 77,conclave,https://store.steampowered.com/app/333990/Conclave/
3412,Action, 49,superbombermanr,https://store.steampowered.com/app/702700/Super_Bomberman_R/
3413,"Adventure,Indie", 90,lamplightcity,https://store.steampowered.com/app/761460/Lamplight_City/
3414,Action, 69,megamanxlegacycollection2ロックマンxアニバーサリーコレクション2,https://store.steampowered.com/app/743900/Mega_Man_X_Legacy_Collection_2__X___2/
3415,"Action,Indie", 94,lovelyplanet,https://store.steampowered.com/app/298600/Lovely_Planet/
3416,"Action,Indie", 94,jamestown,https://store.steampowered.com/app/94200/Jamestown/
3417,"Action,Adventure", 65,princeofpersiatheforgottensands,https://store.steampowered.com/app/33320/Prince_of_Persia_The_Forgotten_Sands/
3418,"Adventure,Indie", 88,clamman,https://store.steampowered.com/app/1000640/Clam_Man/
3419,"Adventure,Casual", 89,thegreatc,https://store.steampowered.com/app/841460/The_Great_C/
3420,Action,0,rainbowsixbundle,https://store.steampowered.com/bundle/755/Rainbow_Six_Bundle/
3421,"Adventure,Indie", 87,7thsector,https://store.steampowered.com/app/749250/7th_Sector/
3422,"Casual,Indie,RPG,Strategy", 87,swordofthestarsthepit,https://store.steampowered.com/app/233700/Sword_of_the_Stars_The_Pit/
3423,Action, 87,armedanddangerous,https://store.steampowered.com/app/6090/Armed_and_Dangerous/
3424,"Adventure,Indie,RPG",0,changedsoundtrack,https://store.steampowered.com/bundle/7774/Changed__soundtrack/
3425,"Casual,RPG", 88,skyborn,https://store.steampowered.com/app/278460/Skyborn/
3426,Adventure, 95,nancydrewsecretoftheoldclock,https://store.steampowered.com/app/31880/Nancy_Drew_Secret_of_the_Old_Clock/
3427,"Indie,Simulation,Strategy", 77,orientalempires,https://store.steampowered.com/app/357310/Oriental_Empires/
3428,"Racing,Simulation", 69,ttisleofman,https://store.steampowered.com/app/626610/TT_Isle_of_Man/
3429,"Adventure,Indie,Simulation,Strategy,Early Access", 64,lifeishard,https://store.steampowered.com/app/414080/Life_is_Hard/
3430,"Adventure,Indie,RPG", 98,opensorcery,https://store.steampowered.com/app/585180/Open_Sorcery/
3431,"Action,Adventure,Casual", 83,dragonslair2timewarp,https://store.steampowered.com/app/240360/Dragons_Lair_2_Time_Warp/
3432,"Action,Adventure,Casual,Indie,RPG", 81,agesofmagesthelastkeeper,https://store.steampowered.com/app/820610/Ages_of_Mages_The_last_keeper/
3433,Action, 77,section8prejudice,https://store.steampowered.com/app/97100/Section_8_Prejudice/
3434,"Action,Indie,Early Access", 92,neverbound,https://store.steampowered.com/app/758660/NeverBound/
3435,"Casual,Indie,Simulation,Strategy,Early Access", 88,铁道物语陆王railwaysagalandking,https://store.steampowered.com/app/955170/Railway_SagaLand_King/
3436,"Casual,Indie,Strategy", 70,happywords,https://store.steampowered.com/app/1014810/Happy_Words/
3437,"Action,Adventure,Casual,Indie,Massively Multiplayer,RPG,Simulation,Early Access", 88,peekaboo,https://store.steampowered.com/app/1048100/Peekaboo/
3438,"Casual,Indie,Simulation", 84,reignshermajesty,https://store.steampowered.com/app/717640/Reigns_Her_Majesty/
3439,Action, 85,actofwardirectaction,https://store.steampowered.com/app/2710/Act_of_War_Direct_Action/
3440,"Adventure,Casual", 75,tenderlovingcare,https://store.steampowered.com/app/593900/Tender_Loving_Care/
3441,"Casual,Indie,Simulation", 89,dontmakelove,https://store.steampowered.com/app/723890/Dont_Make_Love/
3442,"Action,Adventure,Indie", 82,basingstoke,https://store.steampowered.com/app/336940/Basingstoke/
3443,"Indie,RPG,Strategy", 84,dungeonmaze,https://store.steampowered.com/app/1088400/DungeonMaze/
3444,"Casual,Indie,Sports,Early Access", 90,basketballclassics,https://store.steampowered.com/app/819630/Basketball_Classics/
3445,Action, 100,guiltygear,https://store.steampowered.com/app/850980/GUILTY_GEAR/
3446,Action, 83,thiefdeadlyshadows,https://store.steampowered.com/app/6980/Thief_Deadly_Shadows/
3447,Action, 100,shadowuprising,https://store.steampowered.com/app/987000/Shadow_Uprising/
3448,"Action,Adventure,Indie", 73,giraffetown,https://store.steampowered.com/app/941480/Giraffe_Town/
3449,"Adventure,Casual", 79,thesecretorder5theburiedkingdom,https://store.steampowered.com/app/574260/The_Secret_Order_5_The_Buried_Kingdom/
3450,"Action,Adventure,RPG",0,darksidersbladeswhipfranchisepack,https://store.steampowered.com/bundle/10464/Darksiders_Blades__Whip_Franchise_Pack/
3451,"Casual,Indie,Simulation", 89,bonds,https://store.steampowered.com/app/955400/Bonds/
3452,"Action,Adventure,Indie", 88,hyperknights,https://store.steampowered.com/app/597150/Hyper_Knights/
3453,Adventure, 97,sammaxhittheroad,https://store.steampowered.com/app/355170/Sam__Max_Hit_the_Road/
3454,"Action,Indie,Racing,Sports", 76,xenonracer,https://store.steampowered.com/app/899390/Xenon_Racer/
3455,Adventure, 76,dreamworksdragonsdawnofnewriders,https://store.steampowered.com/app/896960/DreamWorks_Dragons_Dawn_of_New_Riders/
3456,Adventure, 89,nancydrewalibiinashes,https://store.steampowered.com/app/202670/Nancy_Drew_Alibi_in_Ashes/
3457,RPG, 86,divinedivinity,https://store.steampowered.com/app/214170/Divine_Divinity/
3458,"Adventure,Violent,Gore",0,crimesolversbundle,https://store.steampowered.com/bundle/4420/Crime_Solvers_Bundle/
3459,"Action,Indie,Early Access", 78,gladiusgladiatorvrswordfighting,https://store.steampowered.com/app/556640/Gladius__Gladiator_VR_Sword_fighting/
3460,"Action,Indie,RPG,Early Access", 82,waywardsouls,https://store.steampowered.com/app/559260/Wayward_Souls/
3461,Adventure,0,steinsgatesteinsgate0,https://store.steampowered.com/bundle/7054/STEINSGATE__STEINSGATE_0/
3462,"Casual,Indie,Simulation", 93,icantbelieveitsnotgambling,https://store.steampowered.com/app/733990/I_Cant_Believe_Its_Not_Gambling/
3463,"Adventure,Indie", 97,blackwelldeception,https://store.steampowered.com/app/80360/Blackwell_Deception/
3464,"Action,Indie",0,serioussamvrbundle,https://store.steampowered.com/bundle/2308/Serious_Sam_VR_Bundle/
3465,"Action,Casual,Indie", 97,bitblasterxl,https://store.steampowered.com/app/433950/Bit_Blaster_XL/
3466,"Action,Casual,Indie,Strategy", 93,tumblestone,https://store.steampowered.com/app/269710/Tumblestone/
3467,"Action,Adventure,Indie", 84,gibz,https://store.steampowered.com/app/448320/GIBZ/
3468,"Action,Casual,Indie,Strategy", 97,inversusdeluxe,https://store.steampowered.com/app/432980/INVERSUS_Deluxe/
3469,"Adventure,Simulation", 67,3dcustomladymaker,https://store.steampowered.com/app/985760/3D_Custom_Lady_Maker/
3470,"Action,Casual,Free to Play,Indie,Simulation,Strategy", 87,learntofly3,https://store.steampowered.com/app/589870/Learn_to_Fly_3/
3471, , 81,deadspacedownfall,https://store.steampowered.com/app/664950/Dead_Space_Downfall/
3472,Action, 88,earthdefenseforceinsectarmageddon,https://store.steampowered.com/app/23530/Earth_Defense_Force_Insect_Armageddon/
3473,"Free to Play,Indie,Strategy", 76,blacksurvival黑色幸存者,https://store.steampowered.com/app/690510/Black_Survival/
3474,"Indie,Simulation,Strategy", 40,silentdepth3dsubmarinesimulation,https://store.steampowered.com/app/846050/Silent_Depth_3D_Submarine_Simulation/
3475,"Action,Indie,Racing,Simulation,Sports", 90,absolutedrift,https://store.steampowered.com/app/320140/Absolute_Drift/
3476,Strategy, 78,aggressorsancientrome,https://store.steampowered.com/app/783210/Aggressors_Ancient_Rome/
3477,"Adventure,Indie", 100,littlebug,https://store.steampowered.com/app/822190/Little_Bug/
3478,Racing, 62,race07andypriaulxcrowneplazaracewayfreedlc,https://store.steampowered.com/app/8650/RACE_07_Andy_Priaulx_Crowne_Plaza_Raceway_Free_DLC/
3479,Action, 82,titanslayer,https://store.steampowered.com/app/528260/TITAN_SLAYER/
3480,"Indie,Massively Multiplayer,RPG,Early Access", 71,xsyonprelude,https://store.steampowered.com/app/297470/Xsyon__Prelude/
3481,"Action,Adventure,Casual,Indie,RPG,Early Access", 77,towerhuntererzastrial,https://store.steampowered.com/app/844850/Tower_Hunter_Erzas_Trial/
3482,"Action,Indie,Racing", 94,racethesun,https://store.steampowered.com/app/253030/Race_The_Sun/
3483,"Adventure,Indie,RPG,Strategy", 80,wasteland1theoriginalclassic,https://store.steampowered.com/app/259130/Wasteland_1__The_Original_Classic/
3484,"Adventure,Indie,RPG", 88,soulgambler,https://store.steampowered.com/app/313020/Soul_Gambler/
3485,"Indie,RPG", 79,alwayssometimesmonsters,https://store.steampowered.com/app/274310/Always_Sometimes_Monsters/
3486,"Audio Production,Utilities", 54,morphvoxprovoicechanger,https://store.steampowered.com/app/269470/MorphVOX_Pro__Voice_Changer/
3487,"Action,Indie,Early Access", 87,beacon,https://store.steampowered.com/app/856610/Beacon/
3488,"Action,Indie,Strategy", 68,formata,https://store.steampowered.com/app/580040/Formata/
3489,"Action,Indie", 84,strikevectorex,https://store.steampowered.com/app/476360/Strike_Vector_EX/
3490,"Adventure,Indie,Simulation,Strategy",0,kingdomtwocrownsroyaledition,https://store.steampowered.com/bundle/9549/Kingdom_Two_Crowns_Royal_Edition/
3491,Adventure, 89,schemingthroughthezombieapocalypsethebeginning,https://store.steampowered.com/app/813540/Scheming_Through_The_Zombie_Apocalypse_The_Beginning/
3492,"Adventure,Indie,RPG", 88,sorceryparts1and2,https://store.steampowered.com/app/411000/Sorcery_Parts_1_and_2/
3493,Adventure, 81,gabrielknightsinsofthefather,https://store.steampowered.com/app/495700/Gabriel_Knight_Sins_of_the_Father/
3494,"Animation & Modeling,Design & Illustration,Education,Video Production,Game Development,Early Access", 90,simmetri,https://store.steampowered.com/app/547120/Simmetri/
3495,Simulation, 80,constructorclassic1997,https://store.steampowered.com/app/599600/Constructor_Classic_1997/
3496,"Casual,Indie", Need more user reviews to generate a score,elementalgirls,https://store.steampowered.com/app/1079310/Elemental_Girls/
3497,"Action,Adventure,Indie,RPG", 79,sevenenhancededition,https://store.steampowered.com/app/471010/Seven_Enhanced_Edition/
3498,"Action,Indie,RPG", 85,fullmojorampage,https://store.steampowered.com/app/225280/Full_Mojo_Rampage/
3499,"Action,Casual,Indie", 86,akutoshowdown,https://store.steampowered.com/app/530130/Akuto_Showdown/
3500,"Casual,Indie,Simulation,Strategy,Early Access", 90,draftingtales,https://store.steampowered.com/app/976030/Drafting_Tales/
3501,"Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation", 59,outofreach,https://store.steampowered.com/app/327090/Out_of_Reach/
3502,"Action,Adventure,Indie,Massively Multiplayer,Simulation", 76,case2animatronicssurvival,https://store.steampowered.com/app/722960/CASE_2_Animatronics_Survival/
3503,"Action,Violent,Movie",0,deadspacecollection,https://store.steampowered.com/bundle/5446/Dead_Space_Collection/
3504,"Action,Indie,Strategy", 92,xmorphdefense,https://store.steampowered.com/app/408410/XMorph_Defense/
3505,Adventure, 73,7scarlet,https://store.steampowered.com/app/839450/7scarlet/
3506,Action, 70,thesignalfromtölva,https://store.steampowered.com/app/457760/The_Signal_From_Tlva/
3507,"Action,Adventure,Indie,RPG", 75,forcedslightlybetteredition,https://store.steampowered.com/app/249990/FORCED_Slightly_Better_Edition/
3508,"Action,Indie,Strategy", 77,outofammodeathdrive,https://store.steampowered.com/app/569630/Out_of_Ammo_Death_Drive/
3509, , 86,madmaxfuryroad,https://store.steampowered.com/app/396120/Mad_Max_Fury_Road/
3510,"Indie,Simulation,Strategy,Early Access", 80,creogodsimulator,https://store.steampowered.com/app/1028730/Creo_God_Simulator/
3511,Adventure,0,淑女同萌系列合集包,https://store.steampowered.com/bundle/10753/_/
3512,"Adventure,Indie,RPG", 93,learnjapanesetosurvivehiraganabattle,https://store.steampowered.com/app/438270/Learn_Japanese_To_Survive_Hiragana_Battle/
3513,Adventure, 92,nancydrewtreasureintheroyaltower,https://store.steampowered.com/app/615780/Nancy_Drew_Treasure_in_the_Royal_Tower/
3514,"Action,Indie,Early Access", 90,elderborn,https://store.steampowered.com/app/727850/ELDERBORN/
3515,"Utilities,Video Production", 77,simplevrvideoplayer,https://store.steampowered.com/app/500500/Simple_VR_Video_Player/
3516,"Indie,RPG", 97,lieat,https://store.steampowered.com/app/373770/LiEat/
3517,Action,0,aliensvspredator,https://store.steampowered.com/sub/27828/
3518,"Indie,RPG,Strategy", 81,shadowhandrpgcardgame,https://store.steampowered.com/app/427490/Shadowhand_RPG_Card_Game/
3519,"Adventure,Casual", 87,puzzleagent,https://store.steampowered.com/app/31270/Puzzle_Agent/
3520,"Simulation,Strategy", 77,chrissawyerslocomotion,https://store.steampowered.com/app/356430/Chris_Sawyers_Locomotion/
3521,"Action,Adventure",0,turokbundle,https://store.steampowered.com/bundle/3736/Turok_Bundle/
3522,Action, 83,hitman2silentassassin,https://store.steampowered.com/app/6850/Hitman_2_Silent_Assassin/
3523,"Adventure,Simulation,Sports", 40,huntingsimulator,https://store.steampowered.com/app/585080/Hunting_Simulator/
3524,"Indie,Simulation",0,eurotrucksimulator2cargobundle,https://store.steampowered.com/bundle/5657/Euro_Truck_Simulator_2_Cargo_Bundle/
3525,"Adventure,Casual", 90,puttputttravelsthroughtime,https://store.steampowered.com/app/294670/PuttPutt_Travels_Through_Time/
3526,"Action,Casual,Indie,Simulation,Strategy", 94,finalapproach,https://store.steampowered.com/app/380670/Final_Approach/
3527,"Adventure,Casual,Indie,RPG,Simulation", 80,weaponshopfantasy,https://store.steampowered.com/app/599460/Weapon_Shop_Fantasy/
3528,Adventure, 96,higurashiwhentheycryhouch1onikakushi,https://store.steampowered.com/app/310360/Higurashi_When_They_Cry_Hou__Ch1_Onikakushi/
3529,Strategy, 74,wargameeuropeanescalation,https://store.steampowered.com/app/58610/Wargame_European_Escalation/
3530,Action, 94,muri,https://store.steampowered.com/app/267360/MURI/
3531,"Adventure,RPG", 91,wizardry8,https://store.steampowered.com/app/245450/Wizardry_8/
3532,"Adventure,Indie,RPG", 95,sistertravel,https://store.steampowered.com/app/959890/Sister_Travel/
3533,"Casual,Indie,Simulation", 73,theunwelcomed,https://store.steampowered.com/app/504560/The_Unwelcomed/
3534,"Indie,RPG", 81,kunoichibotan,https://store.steampowered.com/app/986020/Kunoichi_Botan/
3535,"Action,Indie,RPG,Early Access", 91,slasherskeep,https://store.steampowered.com/app/598060/Slashers_Keep/
3536,"Design & Illustration,Early Access", Need more user reviews to generate a score,colortool,https://store.steampowered.com/app/948220/ColorTool/
3537,Strategy, 44,sidmeiersstarships,https://store.steampowered.com/app/282210/Sid_Meiers_Starships/
3538,"Casual,Indie,Strategy", 94,pictopix,https://store.steampowered.com/app/568320/Pictopix/
3539,"Casual,Indie,Simulation,Strategy,Early Access", Need more user reviews to generate a score,anthropomachy,https://store.steampowered.com/app/1018270/Anthropomachy/
3540,"Action,Free to Play,Indie", 98,ironsnout,https://store.steampowered.com/app/424280/Iron_Snout/
3541,"Casual,Indie,Simulation", 85,sophiescurse,https://store.steampowered.com/app/446380/Sophies_Curse/
3542,"Indie,Simulation,Strategy",0,totaldemocracybundle,https://store.steampowered.com/bundle/1907/Total_Democracy_Bundle/
3543,"Action,Adventure", 86,tombraiderivthelastrevelation,https://store.steampowered.com/app/224980/Tomb_Raider_IV_The_Last_Revelation/
3544,"Simulation,Strategy", 83,knightsandmerchants,https://store.steampowered.com/app/253900/Knights_and_Merchants/
3545,"Action,Adventure", 87,tombraiderlegend,https://store.steampowered.com/app/7000/Tomb_Raider_Legend/
3546,"Action,Adventure,Indie,RPG,Simulation,Strategy", 72,forceofnature,https://store.steampowered.com/app/568570/Force_of_Nature/
3547,"Indie,Simulation,Sports,Strategy", 80,frontofficefootballseven,https://store.steampowered.com/app/344340/Front_Office_Football_Seven/
3548,"Adventure,Casual,Indie,Simulation", 84,koral,https://store.steampowered.com/app/896750/Koral/
3549,"Action,Adventure,Indie", 82,redropedontfallbehind,https://store.steampowered.com/app/381880/Red_Rope_Dont_Fall_Behind/
3550,"Casual,Simulation", 93,batterupvr,https://store.steampowered.com/app/647990/Batter_Up_VR/
3551,"Action,Adventure", 81,tombraideri,https://store.steampowered.com/app/224960/Tomb_Raider_I/
3552,"Action,RPG,Simulation", Need more user reviews to generate a score,spacerogueclassic,https://store.steampowered.com/app/569200/Space_Rogue_Classic/
3553,"Action,Indie", 100,robotwantsitall,https://store.steampowered.com/app/834760/Robot_Wants_It_All/
3554,"Adventure,Indie,RPG", 86,200mixedjuice,https://store.steampowered.com/app/335190/200_Mixed_Juice/
3555,"Free to Play,Indie,RPG,Strategy", 82,mindnight,https://store.steampowered.com/app/667870/MINDNIGHT/
3556,"Action,Adventure,Indie", 82,iggyseggadventure,https://store.steampowered.com/app/366040/Iggys_Egg_Adventure/
3557,Action,0,heretichexencollection,https://store.steampowered.com/sub/439/
3558,"Action,Free to Play,Indie,Massively Multiplayer,RPG,Simulation,Strategy,Early Access", 40,wwiionline,https://store.steampowered.com/app/251950/WWII_Online/
3559,Education, Need more user reviews to generate a score,typinginstructorplatinum21,https://store.steampowered.com/app/393320/Typing_Instructor_Platinum_21/
3560,Adventure, 93,emeraldcityconfidential,https://store.steampowered.com/app/37260/Emerald_City_Confidential/
3561,Indie, 85,fractosc,https://store.steampowered.com/app/243220/FRACT_OSC/
3562,Casual, Need more user reviews to generate a score,westwardcollection,https://store.steampowered.com/app/36150/Westward_Collection/
3563,"RPG,Strategy",0,colossalcharactersbundleplusセット超級同捆包,https://store.steampowered.com/bundle/8320/Colossal_Characters_Bundle__PLUS/
3564,"Action,Adventure",0,alanwakefranchise,https://store.steampowered.com/sub/15407/
3565,"Indie,Racing,Sports", 89,nipponmarathon,https://store.steampowered.com/app/746940/Nippon_Marathon/
3566,"Action,Adventure,RPG",0,deathendrequestcompletedeluxeeditionbundleコンプリートデラックスエディション完全豪華組合包,https://store.steampowered.com/bundle/11054/Death_end_reQuest_Complete_Deluxe_Edition_Bundle/
3567,"Indie,RPG,Strategy", 84,thefallofthedungeonguardiansenhancededition,https://store.steampowered.com/app/409450/The_Fall_of_the_Dungeon_Guardians__Enhanced_Edition/
3568,"Indie,RPG,Strategy,Adventure,Simulation",0,kitfoxgamesbundle,https://store.steampowered.com/bundle/500/Kitfox_Games_Bundle/
3569,Adventure, 95,corpsepartybookofshadows,https://store.steampowered.com/app/778390/Corpse_Party_Book_of_Shadows/
3570,"Action,Adventure,Indie,Strategy", 84,cryptark,https://store.steampowered.com/app/344740/CRYPTARK/
3571,"Casual,Indie,Early Access", 80,guidedmeditationvr,https://store.steampowered.com/app/397750/Guided_Meditation_VR/
3572,"Indie,Strategy", 84,antihero,https://store.steampowered.com/app/505640/Antihero/
3573,Action, 87,wildgunsreloaded,https://store.steampowered.com/app/585910/Wild_Guns_Reloaded/
3574,Strategy, 43,commanderconquestoftheamericas,https://store.steampowered.com/app/49300/Commander_Conquest_of_the_Americas/
3575,"Action,Indie,RPG,Strategy", 76,halfway,https://store.steampowered.com/app/253150/Halfway/
3576,Adventure, Need more user reviews to generate a score,nancydrewthefinalscene,https://store.steampowered.com/app/615730/Nancy_Drew_The_Final_Scene/
3577,"Action,Adventure,Indie", 88,1001spikes,https://store.steampowered.com/app/260790/1001_Spikes/
3578,"Action,Adventure,Indie", 92,megabytepunch,https://store.steampowered.com/app/248550/Megabyte_Punch/
3579,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy", 84,deadage,https://store.steampowered.com/app/363930/Dead_Age/
3580,"RPG,Indie", 84,breathofdeathvii,https://store.steampowered.com/app/107300/Breath_of_Death_VII/
3581,"Action,Free to Play", 79,hideandshriek,https://store.steampowered.com/app/480430/Hide_and_Shriek/
3582,"Action,Indie,Simulation,Strategy", 83,heliumrain,https://store.steampowered.com/app/681330/Helium_Rain/
3583,"Casual,Indie,Strategy", 83,tomboftyrants,https://store.steampowered.com/app/340360/Tomb_of_Tyrants/
3584,"Indie,RPG,Strategy",0,ageoffearsupporterbundle,https://store.steampowered.com/bundle/506/Age_of_Fear_Supporter_Bundle/
3585,"Adventure,Indie,RPG", 96,foxhimezero,https://store.steampowered.com/app/844930/Fox_Hime_Zero/
3586,"Adventure,Casual", 83,starshiptitanic,https://store.steampowered.com/app/467290/Starship_Titanic/
3587,"Action,Adventure,Indie", 81,crossingsouls,https://store.steampowered.com/app/331690/Crossing_Souls/
3588,"Casual,Indie,RPG", 76,dreameater噬梦者,https://store.steampowered.com/app/1015830/DreamEater/
3589,"Action,Adventure,Indie,RPG", 90,lifeonmarsremake,https://store.steampowered.com/app/677910/Life_on_Mars_Remake/
3590,Adventure, 94,faultmilestoneone,https://store.steampowered.com/app/286260/fault__milestone_one/
3591,"Indie,Simulation", 86,lunarflight,https://store.steampowered.com/app/208600/Lunar_Flight/
3592,Strategy,0,railroadtycooncollection,https://store.steampowered.com/sub/326/
3593,"Adventure,Indie", 74,thebunker,https://store.steampowered.com/app/481110/The_Bunker/
3594,"Action,Indie", 84,indiepogo,https://store.steampowered.com/app/818210/Indie_Pogo/
3595,"Indie,RPG", 85,underrail,https://store.steampowered.com/app/250520/UnderRail/
3596,"Adventure,Casual,Indie", 86,irisfall,https://store.steampowered.com/app/907470/IrisFall/
3597,Simulation, 72,falcon40,https://store.steampowered.com/app/429530/Falcon_40/
3598,"Adventure,Casual,Indie", 70,escapefirst,https://store.steampowered.com/app/850450/Escape_First/
3599,Action, 92,guiltygearxxaccentcoreplusr,https://store.steampowered.com/app/348550/GUILTY_GEAR_XX_ACCENT_CORE_PLUS_R/
3600,"Action,Indie,Simulation", 77,pipejob,https://store.steampowered.com/app/543580/Pipejob/
3601,"Action,Adventure,RPG", 93,ystheoathinfelghana,https://store.steampowered.com/app/207320/Ys_The_Oath_in_Felghana/
3602,"Adventure,RPG,Action,Indie,Strategy",0,epicbattlefantasybundle,https://store.steampowered.com/bundle/8218/Epic_Battle_Fantasy_Bundle/
3603,"Action,Indie", 95,swarmlake,https://store.steampowered.com/app/793350/Swarmlake/
3604,"Casual,Indie", 94,luminesremastered,https://store.steampowered.com/app/851670/LUMINES_REMASTERED/
3605,"Design & Illustration,Utilities", 80,endlessuniverse2pclivewallpaper,https://store.steampowered.com/app/964080/Endless_Universe_2_PC_Live_Wallpaper/
3606,"Indie,Simulation", 88,simmiland,https://store.steampowered.com/app/932850/Simmiland/
3607,"Action,Adventure", 94,voodoovinceremastered,https://store.steampowered.com/app/545980/Voodoo_Vince_Remastered/
3608,"Adventure,Indie", 75,windlands,https://store.steampowered.com/app/428370/Windlands/
3609,"Indie,Simulation", 88,hardwareengineers,https://store.steampowered.com/app/485900/Hardware_Engineers/
3610,"Casual,Indie", 97,klocki,https://store.steampowered.com/app/499440/klocki/
3611,"Adventure,Indie,Simulation", 83,beatcop,https://store.steampowered.com/app/461950/Beat_Cop/
