url,types,name,desc_snippet,genre
https://store.steampowered.com/app/816020/JUMP_FORCE/,app,JUMP FORCE,"Create your own avatar to fight alongside the most powerful Manga heroes in an original Story Mode, or head to the Online Lobby to challenge other players and discover lots of modes and activities.",Action
https://store.steampowered.com/app/1048950/Desert_Skies/,app,Desert Skies,"Desert Skies takes survival to the air! Build an airship and fly on an adventure through the deserts of the Wild West. Look for places to land and scavenge for loot, expand your airship and craft new equipment, but beware the dangers lurking beneath the sands!","Action,Adventure,Indie,Early Access"
https://store.steampowered.com/app/755790/Ring_of_Elysium/,app,Ring of Elysium,"Escape an astonishing disaster in Ring of Elysium, a battle royale shooter developed by Aurora Studio.","Action,Free to Play,Massively Multiplayer,Early Access"
https://store.steampowered.com/app/1016960/Super_Neptunia_RPG/,app,Super Neptunia RPG / 勇者ネプテューヌ /勇者戰幾少女,"Neptune, stricken with amnesia, awakes in a mysterious world where 2D reigns supreme. With a little help from her friends, Neptune embark on a journey to regain her memory, save the world, and 3D games as we know it.","Action,Adventure,RPG"
https://store.steampowered.com/app/287700/METAL_GEAR_SOLID_V_THE_PHANTOM_PAIN/,app,METAL GEAR SOLID V: THE PHANTOM PAIN,"Ushering in a new era for the METAL GEAR franchise with cutting-edge technology powered by the Fox Engine, METAL GEAR SOLID V: The Phantom Pain, will provide players a first-rate gaming experience as they are offered tactical freedom to carry out open-world missions.","Action,Adventure"
https://store.steampowered.com/app/389730/TEKKEN_7/,app,TEKKEN 7,"Discover the epic conclusion of the long-time clan warfare between members of the Mishima family. Powered by Unreal Engine 4, the legendary fighting game franchise fights back with stunning story-driven cinematic battles and intense duels that can be enjoyed with friends and rivals.","Action,Sports"
https://store.steampowered.com/app/571740/Golf_It/,app,Golf It!,"Golf It! is a multiplayer Minigolf game with focus on a dynamic, fun and creative multiplayer experience. One of the most exciting features is a Multiplayer Editor, where you can build and play custom maps together with your friends.","Casual,Indie,Simulation,Sports,Early Access"
https://store.steampowered.com/app/418240/Shadow_Tactics_Blades_of_the_Shogun/,app,Shadow Tactics: Blades of the Shogun,"Shadow Tactics is a hardcore tactical stealth game set in Japan around the Edo period. A new Shogun seizes power over Japan and enforces nationwide peace. In his battle against conspiracy and rebellion, he recruits five specialists with extraordinary skills for assassination, sabotage and espionage.","Indie,Strategy"
https://store.steampowered.com/app/227940/Heroes__Generals/,app,Heroes & Generals,"Shoot, blow sh!t up, fly or bark orders in the ultimate Free-to-Play, large scale, multiplayer, shooter experience. Thousands of players in multiple battles fighting one massive war of nations. The first to capture 15 cities takes the glory.","Action,Free to Play,Indie,Massively Multiplayer,Strategy"
https://store.steampowered.com/app/2280/Ultimate_Doom/,app,Ultimate Doom,"The complete megahit game that set the world afire. Plus All-New Episode IV: Thy Flesh Consumed. The demons came and the marines died. Except one. You are the last defense against these hell-spawned hordes. Prepare for the most intense mutant-laden, blood-splattered action ever!",Action
https://store.steampowered.com/app/578620/GORN/,app,GORN,"GORN is a ludicrously violent VR gladiator simulator, made by Free Lives, the developers of Broforce and Genital Jousting.","Action,Indie,Early Access"
